Total Score,2.1: a,2.2: b,2.3: c,3.1: a,3.2: b,3.3: c,4.1: a,4.2: b,4.3: c,4.4: d,4.5: e,5: Hash Something!,6: Tree Processing,7: Big O Set,8: Bookstore
45.0,1.0,1.0,1.0,2.0,2.0,3.0,0.8,0.8,0.8,0.8,0.8,4.0,10.0,5.0,11.0
